,Date,Close
0,2020-01-22,21.634999841451645
1,2020-01-23,20.885000094771385
2,2020-02-03,19.098749935626984
3,2020-02-04,19.76624956727028
4,2020-02-05,20.25000011920929
5,2020-02-06,20.683750361204147
6,2020-02-07,20.683749735355377
7,2020-02-10,20.568750023841858
8,2020-02-11,20.930000007152557
9,2020-02-12,20.9199997484684
10,2020-02-13,20.90500020980835
11,2020-02-14,21.057499885559082
12,2020-02-17,21.064999759197235
13,2020-02-18,20.893750354647636
14,2020-02-19,21.191250041127205
15,2020-02-20,21.782500714063644
16,2020-02-21,21.61750018596649
17,2020-02-24,20.761249631643295
18,2020-02-25,20.381249889731407
19,2020-02-26,20.16124975681305
20,2020-02-27,20.122500017285347
21,2020-02-28,19.532499700784683
22,2020-03-02,20.14750026166439
23,2020-03-03,20.204999655485153
24,2020-03-04,20.723750412464142
25,2020-03-05,21.140000224113464
26,2020-03-06,20.775000482797623
27,2020-03-09,20.627500534057617
28,2020-03-10,20.754999816417694
29,2020-03-11,20.723749235272408
30,2020-03-12,20.24499997496605
31,2020-03-13,19.923749536275864
32,2020-03-16,19.141249746084213
33,2020-03-17,18.490000218153
34,2020-03-18,18.122499957680702
35,2020-03-19,17.486249789595604
36,2020-03-20,18.201249852776527
37,2020-03-23,17.37875010073185
38,2020-03-24,17.898749604821205
39,2020-03-25,18.59500004351139
40,2020-03-26,18.481250181794167
41,2020-03-27,18.127499982714653
42,2020-03-30,17.51874953508377
43,2020-03-31,17.673750072717667
44,2020-04-01,17.846249878406525
45,2020-04-02,18.098750174045563
46,2020-04-03,18.25875048339367
47,2020-04-07,18.30999980866909
48,2020-04-08,18.483749732375145
49,2020-04-09,18.794999465346333
50,2020-04-10,18.666250243782997
51,2020-04-13,18.361249923706055
52,2020-04-14,18.722500011324883
53,2020-04-15,18.792500495910645
54,2020-04-16,18.636250287294388
55,2020-04-17,19.240000009536743
56,2020-04-20,19.151250034570694
57,2020-04-21,18.801249712705612
58,2020-04-22,19.01875004172325
59,2020-04-23,19.49625065922737
60,2020-04-24,19.248749941587448
61,2020-04-27,18.89374977350235
62,2020-04-28,19.44500021636486
63,2020-04-29,19.388750061392784
64,2020-04-30,20.11124986410141
65,2020-05-06,19.689999908208847
66,2020-05-07,19.24125027656555
67,2020-05-08,19.356250137090683
68,2020-05-11,19.324999570846558
69,2020-05-12,19.1774999499321
70,2020-05-13,19.315000474452972
71,2020-05-14,18.8774993121624
72,2020-05-15,18.568749845027924
73,2020-05-18,18.853750184178352
74,2020-05-19,19.398749858140945
75,2020-05-20,19.103749692440033
76,2020-05-21,18.948749542236328
77,2020-05-22,18.628749907016754
78,2020-05-25,18.719999611377716
79,2020-05-26,19.202499866485596
80,2020-05-27,19.228749603033066
81,2020-05-28,19.142500668764114
