Date,Open,High,Low,Close,Volume
2019-11-28,4.25,4.25,4.179999828338623,4.210000038146973,13172329
2019-11-29,4.199999809265137,4.210000038146973,4.150000095367432,4.179999828338623,15189563
2019-12-02,4.179999828338623,4.28000020980835,4.170000076293945,4.269999980926514,30488713
2019-12-03,4.28000020980835,4.349999904632568,4.25,4.349999904632568,31182674
2019-12-04,4.329999923706055,4.400000095367432,4.329999923706055,4.349999904632568,24324272
2019-12-05,4.349999904632568,4.400000095367432,4.340000152587891,4.360000133514404,19408191
2019-12-06,4.369999885559082,4.389999866485596,4.309999942779541,4.340000152587891,19076650
2019-12-09,4.349999904632568,4.360000133514404,4.289999961853027,4.329999923706055,23182948
2019-12-10,4.309999942779541,4.349999904632568,4.300000190734863,4.320000171661377,20494963
2019-12-11,4.340000152587891,4.340000152587891,4.260000228881836,4.300000190734863,25601862
2019-12-12,4.300000190734863,4.320000171661377,4.260000228881836,4.269999980926514,21470288
2019-12-13,4.289999961853027,4.309999942779541,4.260000228881836,4.289999961853027,51096035
2019-12-16,4.289999961853027,4.389999866485596,4.28000020980835,4.380000114440918,42417977
2019-12-17,4.369999885559082,4.400000095367432,4.340000152587891,4.380000114440918,33997051
2019-12-18,4.389999866485596,4.389999866485596,4.309999942779541,4.329999923706055,30819682
2019-12-19,4.309999942779541,4.340000152587891,4.300000190734863,4.329999923706055,27978540
2019-12-20,4.329999923706055,4.329999923706055,4.25,4.260000228881836,39678069
2019-12-23,4.260000228881836,4.260000228881836,4.210000038146973,4.210000038146973,28718302
2019-12-24,4.21999979019165,4.230000019073486,4.190000057220459,4.210000038146973,27174693
2019-12-25,4.199999809265137,4.21999979019165,4.179999828338623,4.199999809265137,18555012
2019-12-26,4.199999809265137,4.230000019073486,4.190000057220459,4.230000019073486,21920462
2019-12-27,4.230000019073486,4.25,4.21999979019165,4.230000019073486,29536406
2019-12-30,4.230000019073486,4.239999771118164,4.159999847412109,4.239999771118164,29915655
2019-12-31,4.239999771118164,4.269999980926514,4.210000038146973,4.21999979019165,32635658
2020-01-02,4.239999771118164,4.260000228881836,4.230000019073486,4.260000228881836,51574009
2020-01-03,4.25,4.269999980926514,4.21999979019165,4.239999771118164,33910568
2020-01-06,4.230000019073486,4.239999771118164,4.190000057220459,4.199999809265137,51503736
2020-01-07,4.210000038146973,4.260000228881836,4.199999809265137,4.239999771118164,39018437
2020-01-08,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,43665044
