Date,Open,High,Low,Close,Volume
2019-11-28,8.510000228881836,8.619999885559082,8.510000228881836,8.579999923706055,3543452
2019-11-29,8.569999694824219,8.569999694824219,8.359999656677246,8.449999809265137,5073945
2019-12-02,8.449999809265137,8.479999542236328,8.420000076293945,8.420000076293945,2098828
2019-12-03,8.380000114440918,8.470000267028809,8.329999923706055,8.460000038146973,2132241
2019-12-04,8.40999984741211,8.449999809265137,8.380000114440918,8.449999809265137,1853566
2019-12-05,8.470000267028809,8.520000457763672,8.4399995803833,8.5,2762934
2019-12-06,8.510000228881836,8.5600004196167,8.470000267028809,8.550000190734863,2103320
2019-12-09,8.579999923706055,8.59000015258789,8.489999771118164,8.510000228881836,3531996
2019-12-10,8.5,8.529999732971191,8.449999809265137,8.470000267028809,2649813
2019-12-11,8.479999542236328,8.510000228881836,8.40999984741211,8.430000305175781,2440899
2019-12-12,8.430000305175781,8.449999809265137,8.40999984741211,8.420000076293945,2405300
2019-12-13,8.4399995803833,8.529999732971191,8.430000305175781,8.520000457763672,3717211
2019-12-16,8.600000381469727,8.630000114440918,8.510000228881836,8.630000114440918,5383315
2019-12-17,8.619999885559082,8.760000228881836,8.609999656677246,8.720000267028809,6755955
2019-12-18,8.699999809265137,8.760000228881836,8.649999618530273,8.65999984741211,5131404
2019-12-19,8.6899995803833,8.779999732971191,8.649999618530273,8.75,4208888
2019-12-20,8.75,8.869999885559082,8.699999809265137,8.720000267028809,4598700
2019-12-23,8.720000267028809,8.770000457763672,8.550000190734863,8.569999694824219,4553027
2019-12-24,8.5600004196167,8.630000114440918,8.539999961853027,8.619999885559082,2804108
2019-12-25,8.609999656677246,8.649999618530273,8.569999694824219,8.600000381469727,2174656
2019-12-26,8.59000015258789,8.6899995803833,8.579999923706055,8.670000076293945,2605084
2019-12-27,8.6899995803833,8.729999542236328,8.600000381469727,8.609999656677246,3922523
2019-12-30,8.579999923706055,8.75,8.520000457763672,8.75,4293339
2019-12-31,8.729999542236328,9.050000190734863,8.729999542236328,8.9399995803833,10671818
2020-01-02,8.949999809265137,8.979999542236328,8.829999923706055,8.949999809265137,9143223
2020-01-03,8.9399995803833,8.960000038146973,8.880000114440918,8.930000305175781,4661600
2020-01-06,8.90999984741211,9.0,8.829999923706055,8.930000305175781,5574610
2020-01-07,8.949999809265137,9.09000015258789,8.930000305175781,9.0,4587420
2020-01-08,8.829999923706055,8.829999923706055,8.829999923706055,8.829999923706055,4715278
2020-01-09,8.880000114440918,8.970000267028809,8.880000114440918,8.9399995803833,3391683
2020-01-10,8.979999542236328,9.0,8.920000076293945,9.0,3822800
2020-01-13,9.039999961853027,9.039999961853027,9.039999961853027,9.039999961853027,3512278
2020-01-14,9.100000381469727,9.100000381469727,9.100000381469727,9.100000381469727,6122099
2020-01-15,9.130000114440918,9.140000343322754,9.0,9.029999732971191,4527100
2020-01-16,9.039999961853027,9.050000190734863,8.9399995803833,8.949999809265137,2864075
2020-01-17,8.989999771118164,9.029999732971191,8.9399995803833,8.970000267028809,2437271
2020-01-20,9.180000305175781,9.420000076293945,9.100000381469727,9.350000381469727,12077892
2020-01-21,9.579999923706055,10.289999961853027,9.529999732971191,10.289999961853027,36205474
2020-01-22,10.640000343322754,10.640000343322754,9.600000381469727,9.699999809265137,30739386
2020-01-23,9.850000381469727,9.989999771118164,9.420000076293945,9.640000343322754,22508871
2020-02-03,9.819999694824219,10.600000381469727,9.649999618530273,10.600000381469727,56500240
2020-02-04,10.600000381469727,10.880000114440918,9.539999961853027,10.380000114440918,43120157
2020-02-05,10.210000038146973,11.25,10.0600004196167,11.09000015258789,48257126
2020-02-06,11.079999923706055,11.760000228881836,10.770000457763672,11.130000114440918,53551964
2020-02-07,11.130000114440918,11.510000228881836,10.5600004196167,10.680000305175781,36538097
